_id,note,tight_contact,NO_ppm,O2_vol%,SO2_ppm,H2O_ppm,soot_supplier,soot_name,soot_surface_area,mass_soot,mass_catalyst,soot_to_catalyst_mass_ratio,total_mass_g,mass_silica_beads,ramp_rate_C_min,start_temp,gas_flow_ml_min,soot_oxidation_T_max,material_id,doi,has_NOx,has_soot,temperature,soot_oxidation_co_concentration_ppm,soot_oxidation_conversion,soot_oxidation_co2_concentration_%,no2_%_of_nox,NO2_ppm,soot_oxidation_co2_concentration_ppm,no_ppm,no2_ppm,nox_ppm,total_nox_conversion_%,soot_oxidation_co2_selectivity,soot_oxidation_cox_concentration_ppm,conversion_calculated_from,soot_oxidation_cox_concentration_%,n2_ppm
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,209.9092150719049,,,,,,165.32676955329535,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,238.71615650357518,,,,,,265.9360405806331,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,259.7204145577248,,,,,,447.21990846896125,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,279.2785410138989,,,,,,851.4819979597373,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,299.8071824536032,,,,,,1627.764415202763,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,310.666023941512,,,,,,2646.2578030678806,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,320.5093596850647,,,,,,3968.497599415998,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,330.20486864304644,,,,,,4857.509195219422,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,349.1363380734314,,,,,,4010.65990322792,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,361.24849361291876,,,,,,2661.1386161779715,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,369.3275488069414,,,,,,2065.063781598331,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,381.7225034144774,,,,,,1708.8133721419954,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,389.74371334458107,,,,,,1292.8993252159598,,,,,,,,,
6a7d9fab7bffe6ebe23a3fa5,,0.0,500.0,5.0,,,Degussa,Printex-U,,0.005,0.045,1:9,0.05,0.2,10,50.0,200,,6a7d9f997bffe6ebe23a3f1e,10.1016/j.apcata.2017.02.005,True,True,410.57764923274686,,,,,,877.266048348605,,,,,,,,,
